"ISO3","ISO2","name","meantemp","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099"
"EST","EE","Estonia",5.64529411764706,8295.818,8661.017,9025.853,9388.927,9748.786,10103.934,10468.909,10843.842,11228.863,11624.097,12029.662,12447.644,12878.358,13322.12,13779.255,14250.093,14729.494,15217.247,15713.116,16216.847,16728.164,17239.277,17749.18,18256.842,18761.205,19261.192,19760.981,20259.867,20757.125,21252.016,21743.788,22233.632,22720.904,23204.95,23685.107,24160.704,24637.588,25115.459,25594.009,26072.924,26551.883,27047.873,27561.512,28093.449,28644.361,29214.957,29804.398,30413.361,31042.553,31692.708,32364.594,33048.069,33743.268,34450.325,35169.372,35900.543,36637.869,37381.104,38129.997,38884.285,39643.695,40412.941,41192.022,41980.932,42779.661,43588.197,44410.706,45247.404,46098.507,46964.237,47844.817,48744.299,49663.129,50601.762,51560.666,52540.318,53541.527,54564.812,55610.711,56679.771,57772.557,58886.181,60021.035,61177.521,62356.044,63557.022,64781.13,66028.814,67300.529,68596.738
"ETH","ET","Ethiopia",19.4120689655172,148.956,155.845,163.137,170.858,179.037,187.705,197.272,207.831,219.487,232.358,246.578,262.505,280.351,300.362,322.819,348.051,375.828,406.441,440.218,477.527,518.786,563.433,611.733,663.967,720.436,781.464,846.883,916.936,991.87,1071.939,1157.405,1248.178,1344.445,1446.386,1554.174,1667.97,1787.837,1913.894,2046.244,2184.971,2330.141,2481.931,2640.387,2805.533,2977.366,3155.859,3341.379,3533.916,3733.434,3939.871,4153.136,4373.8,4601.824,4837.143,5079.667,5329.282,5586.569,5851.462,6123.871,6403.683,6690.76,6985.528,7287.876,7597.669,7914.75,8238.938,8570.77,8910.103,9256.778,9610.609,9971.391,10340.113,10716.659,11100.894,11492.667,11891.807,12299.625,12716.065,13141.062,13574.533,14016.384,14467.01,14926.338,15394.279,15870.732,16355.582,16855.245,17370.173,17900.832,18447.702
"FIN","FI","Finland",3.65677419354839,29779.977,30294.217,30798.495,31292.01,31773.97,32243.589,32725.308,33219.46,33726.389,34246.45,34780.01,35341.568,35932.196,36553.033,37205.285,37890.234,38602.874,39344.281,40115.586,40917.978,41752.705,42599.199,43457.488,44327.593,45209.535,46103.328,46997.548,47891.535,48784.617,49676.107,50565.309,51455.663,52346.669,53237.819,54128.594,55018.468,55916.039,56821.208,57733.871,58653.918,59581.236,60523.692,61481.54,62455.039,63444.451,64450.046,65486.016,66553.307,67652.901,68785.816,69953.112,71152.528,72385.032,73651.625,74953.344,76291.261,77657.79,79053.611,80479.422,81935.939,83423.895,84934.702,86468.623,88025.923,89606.868,91211.727,92839.674,94490.921,96165.678,97864.156,99586.565,101339.886,103124.684,104941.535,106791.024,108673.75,110595.537,112557.28,114559.9,116604.335,118691.553,120825.152,123006.288,125236.146,127515.945,129846.936,132220.538,134637.53,137098.704,139604.868
"FJI","FJ","Fiji",23.8038709677419,3116.961,3159.002,3205.648,3257.079,3313.498,3375.13,3449.916,3538.634,3642.224,3761.805,3898.697,4052.867,4225.917,4419.683,4636.274,4878.102,5138.876,5420.26,5724.088,6052.375,6407.347,6781.344,7175.272,7590.075,8026.732,8486.262,8966.924,9469.341,9994.132,10541.91,11113.282,11708.109,12326.859,12969.976,13637.878,14330.955,15049.108,15792.594,16561.63,17356.39,18177,19025.429,19901.969,20806.872,21740.351,22702.579,23693.274,24712.464,25760.124,26836.176,27940.485,29068.554,30219.611,31392.796,32587.167,33801.69,35037.615,36293.994,37569.801,38863.93,40175.199,41515.444,42884.623,44282.662,45709.449,47164.838,48651.285,50168.816,51717.427,53297.084,54907.722,56553.416,58234.41,59950.927,61703.173,63491.331,65322.929,67198.742,69119.551,71086.14,73099.3,75155.437,77254.979,79398.341,81585.925,83818.115,86111.379,88467.386,90887.854,93374.546
"FRA","FR","France",11.1538709677419,29245,29463.168,29714.489,29999.748,30319.845,30675.8,31055.015,31458.233,31886.254,32339.931,32820.179,33338.41,33896.161,34495.107,35137.061,35823.99,36546.56,37306.363,38105.092,38944.547,39826.641,40726.962,41645.844,42583.625,43540.65,44517.266,45507.776,46512.132,47530.283,48562.165,49607.709,50660.583,51720.301,52786.359,53858.239,54935.404,56026.311,57130.926,58249.207,59381.105,60526.567,61693.761,62883.094,64094.977,65329.83,66588.083,67874.032,69188.345,70531.706,71904.817,73308.399,74737.913,76193.807,77676.539,79186.571,80724.374,82287.198,83875.341,85489.102,87128.783,88794.686,90485.514,92201.481,93942.798,95709.675,97502.317,99325.61,101180.019,103066.015,104984.073,106934.677,108918.957,110937.443,112990.674,115079.193,117203.555,119365.023,121564.204,123801.715,126078.181,128394.237,130752.582,133153.984,135599.224,138089.097,140624.413,143206.277,145835.544,148513.085,151239.785
"GAB","GA","Gabon",25.1516129032258,6939.24,7053.488,7170.068,7289.034,7410.44,7534.342,7680.328,7849.541,8043.33,8263.267,8511.165,8778.263,9065.874,9375.437,9708.527,10066.869,10443.37,10839.069,11255.073,11692.558,12152.777,12628.752,13120.92,13629.723,14155.612,14699.046,15258.316,15833.646,16425.254,17033.35,17658.133,18295.909,18946.439,19609.45,20284.643,20971.684,21671.048,22382.421,23105.463,23839.801,24585.033,25341.121,26107.639,26884.133,27670.117,28465.08,29271.666,30089.575,30918.483,31758.043,32607.889,33468.606,34339.861,35221.297,36112.536,37013.183,37922.967,38841.461,39768.219,40702.772,41644.634,42600.961,43571.752,44556.996,45556.677,46570.769,47596.909,48634.903,49684.541,50745.604,51817.859,52904.686,54006.056,55121.929,56252.26,57396.993,58558.019,59735.387,60929.139,62139.314,63365.944,64606.269,65860.147,67127.428,68407.951,69701.545,71019.601,72362.582,73730.958,75125.211
"GBR","GB","United Kingdom",9.53806451612903,29672.936,30016.786,30422.492,30892.337,31428.999,32035.579,32653.032,33281.538,33921.276,34572.429,35235.182,35921.493,36632.236,37368.324,38130.712,38920.399,39733.758,40571.584,41434.704,42323.975,43240.289,44169.177,45110.599,46064.508,47030.849,48009.561,48999.134,49999.402,51010.19,52031.312,53062.573,54093.897,55124.494,56153.558,57180.27,58203.797,59235.75,60275.93,61324.128,62380.13,63443.711,64531.897,65645.331,66784.671,67950.598,69143.81,70370.007,71630.193,72925.41,74256.736,75625.288,77026.776,78462.093,79932.158,81437.92,82980.355,84550.509,86148.852,87775.859,89432.014,91117.807,92826.448,94558.033,96312.652,98090.391,99891.33,101721.739,103582.026,105472.605,107393.894,109346.315,111337.293,113367.64,115438.187,117549.782,119703.294,121900.567,124142.563,126430.262,128764.67,131146.817,133579.065,136062.567,138598.502,141188.076,143832.529,146526.512,149270.953,152066.798,154915.01
"GEO","GE","Georgia",11.0512903225806,1867.513,1988.905,2115.726,2248.014,2385.79,2529.057,2683.471,2850.012,3029.757,3223.885,3433.696,3657.731,3896.99,4152.547,4425.552,4717.24,5023.738,5345.448,5682.757,6036.031,6405.617,6785.125,7173.654,7570.2,7973.646,8382.774,8798.962,9221.189,9648.351,10079.266,10512.674,10951.074,11393.541,11839.097,12286.709,12735.297,13188.47,13645.556,14105.848,14568.604,15033.051,15504.728,15983.39,16468.774,16960.597,17458.56,17967.582,18487.779,19019.266,19562.152,20116.543,20677.554,21244.863,21818.134,22397.013,22981.127,23566.548,24152.601,24738.592,25323.808,25907.522,26493.187,27080.329,27668.46,28257.079,28845.673,29441.164,30043.471,30652.512,31268.198,31890.436,32527.925,33181.086,33850.349,34536.157,35238.968,35959.111,36697.064,37453.317,38228.376,39022.762,39829.518,40648.732,41480.486,42324.863,43181.941,44056.376,44948.517,45858.725,46787.364
"GHA","GH","Ghana",26.8216129032258,428.818,456.483,484.647,513.184,541.956,570.815,602.396,636.975,674.861,716.401,761.985,811.92,866.671,926.762,992.783,1065.395,1143.983,1229.082,1321.278,1421.214,1529.595,1644.444,1765.981,1894.425,2029.982,2172.852,2322.983,2480.5,2645.508,2818.09,2998.307,3186.265,3381.984,3585.458,3796.649,4015.488,4243.037,4479.357,4724.486,4978.436,5241.198,5513.499,5795.394,6086.914,6388.07,6698.849,7019.121,7348.809,7687.81,8035.991,8393.191,8758.949,9133.009,9515.079,9904.836,10301.921,10706.58,11118.462,11537.183,11962.329,12393.451,12833.741,13283.076,13741.315,14208.3,14683.852,15169.212,15664.305,16169.04,16683.312,17207.002,17740.522,18283.772,18836.637,19398.986,19970.674,20552.38,21144,21745.42,22356.51,22977.127,23606.7,24245.025,24891.883,25547.037,26210.238,26890.656,27588.737,28304.941,29039.737
"GIN","GN","Guinea",25.4479166666667,288.523,307.375,332.586,365.412,407.573,461.397,521.771,589.414,665.112,749.727,844.201,949.288,1066.007,1195.448,1338.78,1497.252,1669.585,1856.295,2057.814,2274.481,2506.524,2752.73,3012.676,3285.739,3571.085,3867.664,4178.214,4502.185,4838.867,5187.391,5546.722,5919.916,6306.451,6705.687,7116.867,7539.11,7975.293,8424.956,8887.554,9362.451,9848.924,10348.58,10860.876,11385.196,11920.846,12467.06,13024.636,13592.875,14171.007,14758.197,15353.543,15957.889,16570.417,17190.25,17816.456,18448.049,19087.2,19733.15,20385.093,21042.186,21703.542,22376.352,23060.397,23755.438,24461.212,25177.436,25905.668,26645.741,27397.471,28160.655,28935.073,29722.107,30521.631,31333.507,32157.578,32993.675,33843.328,34706.468,35583.015,36472.875,37375.943,38291.355,39218.925,40158.453,41109.727,42072.517,43057.855,44066.27,45098.302,46154.504
"GMB","GM","Gambia",26.2212903225806,432.323,444.962,458.512,473.032,488.588,505.248,524.385,546.227,571.041,599.138,630.881,666.285,705.766,749.802,798.938,853.801,913.328,977.964,1048.201,1124.584,1207.713,1296.279,1390.581,1490.928,1597.643,1711.059,1830.939,1957.52,2091.034,2231.715,2379.789,2535.299,2698.425,2869.338,3048.195,3235.141,3430.537,3634.537,3847.281,4068.892,4299.477,4538.906,4787.211,5044.399,5310.451,5585.32,5869.021,6161.462,6462.524,6772.053,7089.865,7416.056,7750.416,8092.705,8442.65,8799.943,9165.299,9538.473,9919.192,10307.151,10702.018,11106.041,11519.119,11941.133,12371.946,12811.397,13260.257,13718.426,14185.785,14662.2,15147.519,15642.722,16147.732,16662.457,17186.791,17720.613,18264.352,18817.908,19381.166,19953.995,20536.253,21127.409,21727.259,22335.579,22952.13,23576.657,24218.178,24877.155,25554.062,26249.388
"GNB","GW","Guinea-Bissau",26.9990322580645,451.03,463.352,476.498,490.516,505.462,521.394,540.968,564.532,592.522,625.466,664.007,708.086,758.465,816.042,881.877,957.225,1040.834,1133.731,1237.079,1352.207,1480.626,1619.944,1770.952,1934.485,2111.425,2302.699,2508.164,2728.547,2964.577,3216.987,3486.506,3773.362,4078.144,4401.41,4743.681,5105.434,5487.464,5890.222,6314.105,6759.452,7226.53,7716.099,8228.386,8763.544,9321.641,9902.659,10507.078,11134.791,11785.598,12459.192,13155.162,13874.881,14618.02,15384.15,16172.742,16983.158,17816.895,18673.424,19552.121,20452.262,21373.022,22319.206,23290.538,24286.674,25307.2,26351.629,27422.19,28518.584,29640.448,30787.355,31958.814,33156.758,34380.84,35630.652,36905.73,38205.55,39532.429,40886.019,42265.923,43671.687,45102.808,46559.178,48040.225,49545.326,51073.799,52624.91,54223.129,55869.885,57566.654,59314.953
"GNQ","GQ","Equatorial Guinea",24.5316666666667,4154.661,4174.612,4188.614,4196.597,4198.519,4194.363,4210.771,4247.885,4306.149,4386.32,4489.487,4597.136,4709.471,4826.709,4949.076,5076.811,5209.357,5346.915,5489.699,5637.932,5791.847,5949.617,6111.328,6277.067,6446.924,6620.991,6798.831,6980.496,7166.038,7355.508,7548.957,7745.004,7943.586,8144.638,8348.091,8553.871,8761.713,8971.521,9183.195,9396.631,9611.72,9828.791,10047.757,10268.526,10491.004,10715.092,10941.202,11169.26,11399.191,11630.914,11864.346,12099.711,12336.938,12575.954,12816.683,13059.046,13302.206,13546.035,13790.405,14035.185,14280.239,14527.373,14776.547,15027.719,15280.845,15535.883,15793.343,16053.207,16315.452,16580.056,16846.995,17116.143,17387.468,17660.938,17936.519,18214.177,18494.675,18778.013,19064.19,19353.203,19645.05,19939.882,20237.705,20538.518,20842.324,21149.123,21460.438,21776.335,22096.883,22422.149
"GRC","GR","Greece",14.9693548387097,17433.683,17321.097,17347.841,17513.443,17820.769,18276.09,18746.809,19233.513,19736.816,20257.355,20795.795,21367.804,21975.334,22620.485,23305.524,24032.89,24782.139,25553.904,26348.835,27167.599,28010.881,28860.115,29714.259,30572.229,31432.898,32295.102,33160.869,34029.22,34899.143,35769.597,36639.514,37516.884,38401.232,39292.063,40188.866,41091.106,42009.656,42944.707,43896.448,44865.067,45850.752,46856.626,47883.067,48930.461,49999.201,51089.683,52201.292,53334.374,54489.276,55666.354,56865.964,58088.127,59333.188,60601.494,61893.397,63209.25,64544.609,65899.529,67274.062,68668.249,70082.129,71516.009,72969.929,74443.922,75938.011,77452.215,78991.501,80556.164,82146.504,83762.819,85405.408,87075.767,88774.267,90501.281,92257.187,94042.364,95854.56,97694.009,99560.941,101455.586,103378.169,105330.156,107311.838,109323.505,111365.45,113437.961,115549.041,117699.409,119889.795,122120.944
"GTM","GT","Guatemala",22.4693548387097,1973.998,1995.569,2023.3,2057.421,2098.224,2146.063,2205.217,2276.507,2360.948,2459.768,2574.442,2700.945,2840.465,2994.344,3164.099,3351.446,3553.283,3770.879,4005.624,4259.044,4532.815,4821.483,5125.661,5445.973,5783.057,6137.559,6508.746,6897.032,7302.812,7726.463,8168.339,8628.004,9105.633,9601.362,10115.285,10647.45,11197.859,11766.464,12353.163,12957.801,13580.164,14219.926,14876.744,15550.215,16239.867,16945.164,17666.587,18403.602,19155.61,19921.949,20701.894,21496.06,22303.753,23124.219,23956.644,24800.158,25657.4,26527.75,27410.541,28305.056,29210.535,30136.158,31082.012,32048.165,33034.672,34041.569,35069.079,36117.224,37186.005,38275.406,39385.393,40516.384,41668.346,42841.226,44034.954,45249.438,46486.377,47745.786,49027.665,50331.997,51658.748,53009.624,54384.694,55784.012,57207.62,58655.545,60140.117,61662.263,63222.935,64823.107
"GUY","GY","Guyana",26.5854838709677,936.912,982.178,1027.779,1073.558,1119.352,1164.988,1214.917,1269.523,1329.233,1394.528,1465.942,1542.525,1624.702,1712.933,1807.723,1909.625,2018.317,2134.301,2258.121,2390.361,2531.655,2679.681,2834.647,2996.76,3166.227,3343.251,3528.995,3723.817,3928.083,4142.171,4366.47,4600.085,4843.217,5096.062,5358.805,5631.622,5914.487,6207.526,6510.851,6824.557,7148.723,7478.337,7812.738,8151.217,8493.014,8837.32,9185.104,9535.681,9888.33,10242.293,10596.778,10956.115,11319.968,11687.98,12059.775,12434.954,12822.253,13222.077,13634.843,14060.987,14500.955,14951.471,15412.664,15884.661,16367.587,16861.561,17366.902,17883.741,18412.205,18952.419,19504.503,20065.297,20634.629,21212.316,21798.158,22391.94,22998.717,23618.67,24251.981,24898.83,25559.396,26232.477,26918.142,27616.452,28327.465,29051.232,29793.491,30554.715,31335.388,32136.007
"HND","HN","Honduras",24.5596774193548,1248.159,1270.224,1295.09,1322.901,1353.82,1388.031,1428.406,1475.409,1529.592,1591.605,1662.208,1741.2,1829.451,1927.959,2037.868,2160.487,2293.128,2436.719,2592.284,2760.954,2943.977,3137.738,3342.764,3559.603,3788.82,4031.001,4285.454,4552.558,4832.686,5126.204,5433.468,5753.749,6087.191,6433.905,6793.972,7167.437,7554.536,7955.273,8369.616,8797.487,9238.769,9693.797,10162.434,10644.499,11139.767,11647.963,12169.862,12705.238,13253.825,13815.31,14389.336,14976.622,15576.855,16189.68,16814.699,17451.472,18101.399,18764.164,19439.411,20126.75,20825.752,21541.325,22273.514,23022.35,23787.843,24569.987,25368.807,26184.262,27016.293,27864.82,28729.744,29612.15,30512.004,31429.256,32363.836,33315.656,34288.34,35282.085,36297.08,37333.507,38391.538,39471.799,40574.484,41699.776,42847.855,44018.886,45221.923,46457.838,47727.53,49031.924
"HRV","HR","Croatia",11.9226666666667,9244.745,9349.598,9483.148,9646.505,9841.056,10068.482,10304.608,10549.796,10804.426,11068.897,11343.627,11634.636,11942.814,12269.116,12614.565,12980.262,13359.986,13754.346,14163.978,14589.549,15031.758,15478.262,15928.648,16382.487,16839.329,17298.706,17758.298,18217.457,18675.516,19131.797,19585.603,20038.735,20490.649,20940.787,21388.585,21833.468,22282.495,22735.543,23192.481,23653.177,24117.489,24588.117,25065.078,25548.383,26038.043,26534.068,27035.933,27543.614,28057.082,28576.306,29101.253,29630.372,30163.541,30700.633,31241.517,31786.056,32331.886,32878.748,33426.376,33974.502,34522.85,35080.118,35646.452,36221.999,36806.912,37401.344,38008.667,38629.196,39263.256,39911.178,40573.305,41251.203,41945.296,42656.017,43383.814,44129.148,44891.965,45672.726,46471.907,47289.998,48127.504,48985.329,49864.028,50764.173,51686.355,52631.182,53593.28,54572.965,55570.559,56586.389
"HTI","HT","Haiti",25.2358333333333,466.825,487.836,510.143,533.836,559.012,585.778,616.484,651.599,691.673,737.351,789.393,847.745,913.242,986.849,1069.685,1163.047,1265.53,1378.102,1501.839,1637.941,1787.748,1948.942,2122.148,2308.001,2507.145,2720.227,2946.942,3187.701,3442.883,3712.826,3997.822,4298.091,4613.811,4945.101,5292.01,5654.513,6034.27,6431.445,6846.145,7278.411,7728.216,8196.732,8684.011,9190.046,9714.761,10258.01,10820.19,11401.104,12000.483,12617.98,13253.169,13907.001,14579.099,15269.011,15976.21,16700.092,17442.211,18202.098,18979.219,19772.968,20582.671,21415.034,22270.136,23148.025,24048.714,24972.185,25918.281,26886.899,27877.897,28891.091,29926.259,30984.87,32066.8,33171.886,34299.929,35450.692,36626.662,37827.797,39054.023,40305.235,41581.299,42880.632,44202.899,45547.728,46914.706,48303.381,49733.162,51205.263,52720.939,54281.479
"HUN","HU","Hungary",10.3425806451613,8790.46,8909.693,9044.301,9194.907,9362.217,9547.027,9749.52,9970.639,10211.43,10473.047,10756.762,11055.714,11370.735,11702.715,12052.603,12421.412,12800.738,13190.853,13592.039,14004.585,14428.784,14855.616,15284.557,15715.062,16146.566,16578.487,17015.098,17456.163,17901.435,18350.654,18803.548,19263.859,19731.585,20206.722,20689.258,21179.18,21677.272,22183.566,22698.092,23220.874,23751.936,24295.808,24852.813,25423.285,26007.563,26605.997,27221.713,27855.271,28507.251,29178.255,29868.904,30574.109,31294.129,32029.228,32779.673,33545.734,34327.35,35124.774,35938.264,36768.078,37614.48,38478.108,39359.257,40258.222,41175.304,42110.807,43061.669,44027.973,45009.797,46007.214,47020.293,48051.73,49101.756,50170.604,51258.503,52365.687,53492.701,54639.798,55807.232,56995.257,58204.126,59435.958,60691.127,61970.01,63272.992,64600.459,65955.777,67339.529,68752.312,70194.736
"IDN","ID","Indonesia",25.3974193548387,1006.524,1062.304,1122.84,1188.587,1260.047,1337.78,1423.109,1516.86,1619.964,1733.469,1858.556,1993.699,2139.773,2297.735,2468.632,2653.606,2850.753,3060.734,3284.235,3521.967,3774.669,4038.488,4313.242,4598.675,4894.453,5200.161,5515.269,5839.192,6171.255,6510.699,6856.678,7210.743,7572.261,7940.53,8314.783,8694.187,9081.565,9476.449,9878.327,10286.637,10700.777,11122.645,11551.846,11987.951,12430.498,12878.99,13334.366,13796.215,14264.1,14737.554,15216.082,15699.527,16187.374,16679.082,17174.084,17671.789,18174.799,18682.748,19195.253,19711.913,20232.307,20759.44,21293.123,21833.159,22379.338,22931.436,23490.734,24057.095,24630.376,25210.421,25797.068,26391.639,26994.054,27604.228,28222.066,28847.466,29481.591,30124.408,30775.879,31435.96,32104.602,32781.689,33467.154,34160.928,34862.935,35573.093,36297.717,37037.101,37791.547,38561.361
"IND","IN","India",25.6548387096774,528.271,556.281,586.583,619.389,654.928,693.457,735.305,780.792,830.277,884.157,942.874,1006.186,1074.492,1148.228,1227.872,1313.945,1405.606,1503.184,1607.023,1717.49,1834.967,1957.704,2085.691,2218.891,2357.243,2500.658,2649.022,2802.189,2959.98,3122.187,3288.568,3459.304,3634.158,3812.864,3995.127,4180.62,4370.513,4564.624,4762.757,4964.688,5170.176,5380.106,5594.331,5812.689,6035.001,6261.072,6491.38,6725.77,6964.078,7206.121,7451.706,7700.846,7953.342,8208.978,8467.528,8728.751,8993.337,9261.105,9531.862,9805.408,10081.528,10362.258,10647.552,10937.357,11231.616,11530.265,11833.972,12142.72,12456.488,12775.249,13098.974,13427.916,13762.056,14101.373,14445.842,14795.431,15150.58,15511.285,15877.538,16249.326,16626.636,17009.148,17396.821,17789.606,18187.453,18590.305,19002.08,19422.976,19853.195,20292.943
"IRL","IE","Ireland",8.99258064516129,31143.797,31434.307,31759.84,32121.394,32520.085,32957.155,33406.493,33868.438,34343.341,34831.566,35333.489,35857.272,36403.666,36973.456,37567.471,38186.583,38817.273,39459.776,40114.335,40781.196,41460.611,42140.067,42819.196,43497.624,44174.969,44850.846,45525.313,46197.995,46868.512,47536.482,48201.518,48876.435,49561.39,50256.538,50962.039,51678.056,52417.672,53181.607,53970.61,54785.458,55626.963,56495.967,57393.349,58320.022,59276.937,60265.083,61281.032,62325.629,63399.749,64504.299,65640.22,66798.77,67980.44,69185.733,70415.163,71669.257,72941.817,74233.033,75543.097,76872.203,78220.541,79591.747,80986.195,82404.263,83846.337,85312.81,86806.125,88326.795,89875.34,91452.293,93058.195,94699.184,96376.117,98089.877,99841.37,101631.525,103458.86,105324.224,107228.486,109172.538,111157.295,113181.024,115244.541,117348.676,119494.279,121682.219,123910.221,126179.017,128489.354,130841.995
"IRN","IR","Iran\",15.3074193548387,2255.577,2264.035,2281.582,2308.39,2344.747,2391.056,2445.132,2507.439,2578.52,2659.006,2749.625,2846.401,2949.759,3060.163,3178.114,3304.158,3438.26,3580.989,3732.959,3894.835,4067.338,4245.389,4429.053,4618.387,4813.44,5014.256,5217.624,5423.178,5630.528,5839.263,6048.951,6259.636,6470.898,6682.302,6893.396,7103.714,7316.115,7530.404,7746.376,7963.817,8182.503,8406.524,8635.988,8871.008,9111.696,9358.168,9611.362,9871.465,10138.666,10413.16,10695.148,10980.11,11267.876,11558.272,11851.113,12146.205,12444.37,12745.474,13049.377,13355.933,13664.99,13978.929,14297.761,14621.49,14950.123,15283.66,15626.32,15978.381,16340.132,16711.87,17093.903,17486.96,17891.398,18307.588,18735.913,19176.769,19628.995,20092.907,20568.827,21057.09,21558.038,22069.266,22590.939,23123.227,23666.299,24220.327,24787.325,25367.596,25961.451,26569.209
"IRQ","IQ","Iraq",22.85,1886.722,2028.426,2175.045,2326.12,2481.118,2639.438,2794.041,2943.069,3084.637,3216.863,3337.913,3473.533,3625.083,3794.121,3982.423,4192.018,4416.567,4657.279,4915.469,5192.574,5490.161,5791.845,6096.438,6402.662,6709.158,7014.491,7327.632,7648.392,7976.554,8311.872,8654.072,9000.841,9351.603,9705.749,10062.629,10421.563,10785.755,11154.865,11528.531,11906.367,12287.966,12677.888,13076.151,13482.767,13897.739,14321.065,14755.136,15200.151,15656.307,16123.805,16602.843,17093.059,17594.603,18107.626,18632.277,19168.7,19718.343,20281.46,20858.305,21449.137,22054.218,22677.735,23320.285,23982.488,24664.982,25368.427,26090.971,26833.102,27595.323,28378.148,29182.1,30005.503,30848.717,31712.111,32596.055,33500.921,34426.819,35374.108,36343.146,37334.296,38347.923,39384.007,40442.885,41524.894,42630.37,43759.648,44918.841,46108.742,47330.162,48583.938
"ISL","IS","Iceland",1.53806451612903,43699.235,44340.041,45036.091,45789.635,46603.133,47479.272,48399.515,49365.763,50380.032,51444.462,52561.321,53723.136,54931.8,56189.298,57497.722,58859.268,60257.294,61692.863,63167.076,64681.065,66235.997,67799.962,69371.836,70950.462,72534.643,74123.152,75719.617,77323.055,78932.457,80546.784,82164.969,83788.713,85417.063,87049.041,88683.648,90319.861,91973.799,93645.33,95334.318,97040.611,98764.053,100514.152,102291.242,104095.659,105927.743,107787.834,109705.811,111683.587,113723.153,115826.576,117996.008,120224.009,122512.352,124862.874,127277.473,129758.111,132274.12,134825.688,137412.993,140036.207,142695.495,145399.289,148148.208,150942.876,153783.922,156671.985,159605.824,162585.984,165613.01,168687.45,171809.855,174986.962,178219.672,181508.894,184855.555,188260.594,191735.508,195281.848,198901.202,202595.195,206365.492,210215.033,214145.634,218159.152,222257.489,226442.598,230706.512,235050.716,239476.721,243986.067
"ISR","IL","Israel",20.2364516129032,16711.665,17055.792,17407.892,17768.165,18136.819,18514.065,18901.379,19299.064,19707.432,20126.807,20557.52,21005.633,21471.874,21957.01,22461.845,22987.228,23528.991,24087.71,24663.985,25258.436,25871.711,26495.943,27131.21,27777.584,28435.135,29103.929,29779.665,30462.095,31150.965,31846.005,32546.936,33251.447,33959.104,34669.461,35382.057,36096.421,36817.916,37546.395,38281.704,39023.68,39772.154,40532.518,41304.906,42089.451,42886.289,43695.553,44520.525,45361.518,46218.85,47092.849,47983.845,48893.235,49821.424,50768.829,51735.873,52722.994,53728.843,54753.774,55798.148,56862.33,57946.695,59049.305,60170.415,61310.283,62469.17,63647.339,64846.964,66068.421,67312.093,68578.368,69867.641,71181.852,72521.494,73887.074,75279.106,76698.117,78144.337,79618.296,81120.534,82651.603,84212.065,85801.652,87420.901,89070.358,90750.581,92462.137,94205.973,95982.698,97792.932,99637.306
"ITA","IT","Italy",13.13,26671.559,26785.607,26946.91,27156.233,27414.598,27723.286,28055.078,28410.704,28790.953,29196.675,29628.786,30095.084,30596.95,31135.884,31713.517,32331.614,32979.475,33658.39,34369.726,35114.931,35895.536,36691.699,37503.686,38331.767,39176.216,40037.309,40915.968,41812.519,42727.293,43660.628,44612.867,45584.178,46574.904,47585.394,48615.998,49667.076,50742.368,51842.463,52967.962,54119.486,55297.667,56504.041,57739.332,59004.286,60299.666,61626.258,62985.117,64377.089,65803.041,67263.869,68760.49,70285.047,71837.925,73419.509,75030.186,76670.346,78337.926,80033.159,81756.272,83507.492,85287.037,87099.727,88946.067,90826.565,92741.734,94692.093,96677.596,98698.738,100756.015,102849.926,104980.977,107147.994,109351.385,111591.558,113868.918,116183.873,118534.738,120921.79,123345.305,125805.55,128302.791,130839.593,133416.348,136033.443,138691.265,141390.197,144141.65,146946.647,149806.228,152721.458
"JOR","JO","Jordan",17.5806451612903,2123.226,2163.908,2212.531,2269.57,2335.591,2411.264,2497.872,2596.378,2707.903,2833.745,2975.404,3130.089,3299.07,3483.765,3685.761,3906.833,4142.337,4393.279,4660.742,4945.887,5249.96,5567.792,5899.633,6245.705,6606.207,6981.308,7369.371,7770.205,8183.565,8609.143,9046.573,9494.867,9953.45,10421.681,10898.848,11384.173,11880.341,12386.895,12903.33,13429.089,13963.566,14510.072,15068.362,15638.157,16219.146,16810.983,17414.564,18029.612,18655.816,19292.838,19940.305,20597.059,21262.591,21936.36,22617.791,23306.277,24004.58,24712.331,25429.136,26154.579,26888.215,27635.707,28397.071,29172.311,29961.422,30764.388,31579.583,32406.842,33245.984,34096.816,34959.124,35835.27,36725.203,37628.863,38546.179,39477.07,40425.467,41391.555,42375.515,43377.526,44397.765,45436.229,46493.076,47568.461,48662.535,49775.448,50913.812,52078.211,53269.24,54487.507
