"ISO3","ISO2","name","meantemp","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099"
"JPN","JP","Japan",13.988064516129,31071.401,31444.072,31824.168,32211.85,32607.282,33010.634,33463.012,33966.229,34522.324,35133.576,35802.52,36516.78,37278.52,38090.073,38953.956,39872.88,40822.014,41802.477,42815.435,43862.101,44943.74,46031.289,47123.888,48220.649,49320.658,50422.975,51543.071,52681.039,53836.966,55010.935,56203.022,57407.116,58622.884,59849.978,61088.035,62336.674,63606.472,64897.683,66210.564,67545.369,68902.355,70287.706,71702.035,73145.971,74620.154,76125.243,77660.537,79226.639,80824.165,82453.742,84116.009,85812.293,87543.299,89309.747,91112.375,92951.934,94823.056,96726.155,98661.646,100629.945,102631.475,104659.678,106714.566,108796.141,110904.392,113039.302,115211.691,117422.143,119671.246,121959.6,124287.809,126652.011,129052.574,131489.86,133964.237,136476.066,139022.437,141603.527,144219.511,146870.554,149556.816,152283.835,155052.051,157861.904,160713.837,163608.293,166554.879,169554.532,172608.209,175716.883
"KAZ","KZ","Kazakhstan",6.344,3029.88,3184.506,3347.579,3519.584,3701.04,3892.494,4102.985,4334.484,4589.213,4869.678,5178.707,5498.327,5828.094,6167.488,6515.901,6872.647,7241.103,7621.073,8012.308,8414.51,8827.326,9239.298,9648.414,10052.586,10449.663,10837.45,11214.29,11578.014,11926.466,12257.521,12569.107,12861.766,13133.767,13383.466,13609.325,13809.926,13999.316,14176.939,14342.271,14494.815,14634.11,14776.12,14920.896,15068.494,15218.967,15372.375,15532.985,15700.99,15876.59,16059.996,16251.431,16444.693,16639.793,16836.742,17035.55,17236.229,17435.238,17632.466,17827.798,18021.123,18212.327,18408.802,18610.673,18818.07,19031.128,19249.986,19474.287,19704.161,19939.744,20181.175,20428.596,20683.218,20945.233,21214.84,21492.245,21777.662,22069.134,22366.803,22670.813,22981.312,23298.454,23618.948,23942.811,24270.061,24600.716,24934.794,25273.409,25616.621,25964.495,26317.093
"KEN","KE","Kenya",20.1222580645161,525.748,541.506,558.977,578.293,599.602,623.071,649.341,678.68,711.397,747.84,788.411,833.453,883.468,939.029,1000.789,1069.493,1144.142,1225.314,1313.652,1409.867,1514.747,1626.635,1745.936,1873.071,2008.483,2152.632,2305.314,2466.884,2637.701,2818.125,3008.517,3208.89,3419.535,3640.731,3872.747,4115.84,4370.371,4636.588,4914.719,5204.972,5507.537,5822.954,6151.426,6493.138,6848.248,7216.889,7598.735,7993.793,8402.036,8823.398,9257.774,9704.832,10164.356,10636.083,11119.706,11614.867,12122.088,12641.034,13171.326,13712.536,14264.191,14829.31,15407.742,15999.306,16603.792,17220.955,17851.931,18496.564,19154.672,19826.043,20510.438,21208.696,21920.629,22646.027,23384.649,24136.232,24901.833,25681.261,26474.298,27280.705,28100.218,28932.715,29777.897,30635.441,31504.997,32386.192,33292.034,34223.212,35180.435,36164.432
"KGZ","KG","Kyrgyzstan",6.82791666666667,496.576,517.821,539.859,562.712,586.406,610.964,638.742,670.074,705.345,745.003,789.561,838.321,891.724,950.264,1014.496,1085.044,1160.706,1241.868,1328.943,1422.378,1522.655,1627.646,1737.355,1851.771,1970.854,2094.545,2222.823,2355.588,2492.712,2634.039,2779.385,2928.743,3081.905,3238.632,3398.659,3561.693,3728.694,3899.49,4073.891,4251.684,4432.636,4618.239,4808.437,5003.159,5202.325,5405.84,5614.202,5827.362,6045.259,6267.821,6494.967,6725.811,6960.166,7197.827,7438.58,7682.194,7927.855,8175.252,8424.057,8673.932,8924.521,9179.584,9439.091,9703.008,9971.296,10243.912,10521.214,10803.183,11089.791,11381.009,11676.802,11978.764,12286.977,12601.524,12922.485,13249.94,13583.627,13923.598,14269.906,14622.601,14981.732,15345.878,15714.977,16088.962,16467.76,16851.294,17243.761,17645.368,18056.329,18476.861
"KHM","KH","Cambodia",27.9047058823529,401.673,425.17,450.857,478.961,509.735,543.464,579.816,619.015,661.308,706.966,756.284,809.717,867.648,930.497,998.728,1072.854,1152.116,1236.843,1327.38,1424.093,1527.368,1636.107,1750.419,1870.396,1996.117,2127.641,2265.376,2409.413,2559.827,2716.678,2880.005,3049.292,3224.443,3405.334,3591.81,3783.685,3982.17,4187.235,4398.833,4616.892,4841.319,5071.853,5308.333,5550.574,5798.362,6051.461,6311.65,6578.897,6853.159,7134.371,7422.457,7717.945,8020.797,8330.961,8648.371,8972.944,9304.495,9642.899,9988.018,10339.697,10697.76,11063.667,11437.375,11818.834,12207.981,12604.741,13009.025,13420.735,13839.757,14265.966,14699.224,15140.965,15591.166,16049.796,16516.813,16992.167,17477.225,17972.04,18476.659,18991.123,19515.468,20048.982,20591.628,21143.36,21704.124,22273.857,22858.546,23458.583,24074.371,24706.323
"KOR","KR","Korea, Republic Of",11.5893548387097,12239.076,12676.795,13134.528,13613.308,14114.224,14638.426,15178.906,15736.032,16310.177,16901.715,17511.022,18127.795,18751.282,19380.688,20015.173,20653.857,21296.192,21941.253,22588.082,23235.682,23883.028,24528.777,25171.824,25811.037,26445.266,27073.341,27703.933,28336.525,28970.583,29605.56,30240.895,30879.099,31519.779,32162.53,32806.939,33452.579,34107.647,34772.201,35446.295,36129.983,36823.317,37517.731,38212.785,38908.028,39603.003,40297.244,41000.109,41711.625,42431.817,43160.711,43898.328,44656.276,45435.171,46235.648,47058.365,47904.004,48764.647,49640.558,50532.003,51439.254,52362.589,53302.916,54260.557,55235.836,56229.087,57240.648,58264.225,59299.814,60347.404,61406.984,62478.536,63561.164,64654.797,65759.36,66874.77,68000.941,69141.181,70295.562,71464.155,72647.03,73844.253,75059.73,76293.712,77546.454,78818.216,80109.259,81421.448,82755.132,84110.661,85488.393
"KWT","KW","Kuwait",26.2893333333333,31468.942,32127.21,32765.449,33381.898,33974.827,34542.547,35161.549,35834.189,36563.057,37350.991,38201.099,39136.873,40163.512,41286.805,42513.188,43849.803,45251.155,46720.731,48262.235,49879.599,51577.002,53308.339,55073.165,56870.973,58701.195,60563.197,62392.205,64181.614,65924.786,67615.098,69245.974,70838.77,72389.005,73892.235,75344.07,76740.196,78096.502,79409.929,80677.47,81896.184,83063.205,84209.477,85333.673,86434.478,87510.587,88560.714,89600.417,90629.03,91645.887,92650.326,93641.685,94623.05,95593.882,96553.645,97501.801,98437.819,99378.491,100323.779,101273.644,102228.047,103186.946,104185.589,105224.945,106306.026,107429.893,108597.656,109802.439,111045.183,112326.866,113648.504,115011.15,116413.366,117856.193,119340.709,120868.032,122439.316,124053.311,125711.16,127414.043,129163.183,130959.843,132799.043,134681.868,136609.435,138582.895,140603.433,142653.431,144733.318,146843.53,148984.509
"LAO","LA","Lao People's Democratic Republic",23.8826923076923,368.912,393.168,419.117,446.884,476.601,508.415,542.716,579.722,619.667,662.81,709.432,759.842,814.381,873.419,937.363,1006.663,1080.634,1159.557,1243.725,1333.445,1429.039,1529.215,1633.982,1743.328,1857.219,1975.598,2098.56,2226.026,2357.896,2494.041,2634.306,2778.818,2927.418,3079.919,3236.108,3395.745,3558.999,3725.639,3895.409,4068.03,4243.199,4421.6,4603.01,4787.185,4973.866,5162.774,5355.242,5551.137,5750.312,5952.608,6157.853,6366.949,6579.809,6796.338,7016.43,7239.974,7467.396,7698.616,7933.547,8172.093,8414.151,8660.584,8911.36,9166.439,9425.776,9689.32,9956.629,10227.609,10502.159,10780.172,11061.535,11347.166,11637.018,11931.038,12229.171,12531.354,12838.648,13151.064,13468.609,13791.29,14119.109,14451.981,14789.897,15132.846,15480.81,15833.773,16194.783,16564.024,16941.683,17327.954
"LBN","LB","Lebanon",14.1118181818182,5248.21,5382.49,5531.704,5696.869,5879.135,6079.79,6292.886,6519.241,6759.736,7015.322,7287.025,7572.094,7871.267,8185.331,8515.118,8861.513,9221.432,9595.379,9983.877,10387.465,10806.703,11235.362,11673.227,12120.054,12575.575,13039.488,13509.613,13985.395,14466.241,14951.525,15440.59,15933.237,16428.793,16926.552,17425.784,17925.73,18432.131,18944.729,19463.246,19987.391,20516.857,21052.84,21595.119,22143.462,22697.624,23257.348,23823.943,24397.243,24977.068,25563.229,26155.529,26755.014,27361.55,27974.996,28595.202,29222.009,29854.724,30493.137,31137.03,31786.175,32440.334,33102.896,33773.825,34453.085,35140.63,35836.415,36540.815,37253.8,37975.331,38705.369,39443.868,40192.354,40950.864,41719.43,42498.082,43286.846,44089.298,44905.655,45736.14,46580.978,47440.397,48318.045,49214.344,50129.731,51064.651,52019.56,52992.325,53983.282,54992.769,56021.134
"LBR","LR","Liberia",25.9387096774194,267.711,281.617,297.151,314.496,333.864,355.499,380.396,409.027,441.955,479.846,523.498,571.986,625.909,685.95,752.883,827.592,910.086,1001.213,1101.915,1213.242,1336.362,1469.961,1614.699,1771.253,1940.316,2122.589,2318.661,2529.214,2754.927,2996.468,3254.493,3529.4,3821.741,4132.028,4460.731,4808.266,5175.387,5562.475,5969.848,6397.755,6846.366,7317.012,7809.945,8325.338,8863.288,9423.803,10007.852,10615.449,11246.516,11900.884,12578.282,13279.421,14003.999,14751.616,15521.769,16313.845,17128.982,17966.624,18826.111,19706.684,20607.476,21532.628,22481.743,23454.348,24449.892,25467.741,26509.626,27575.048,28663.435,29774.143,30906.454,32063.53,33244.942,34450.205,35678.768,36930.022,38207.136,39509.77,40837.536,42189.993,43566.653,44968.54,46395.212,47846.176,49320.891,50818.766,52362.132,53952.37,55590.904,57279.2
"LBY","LY","Libya",21.0718181818182,7761.72,8021.303,8286.07,8555.964,8830.918,9110.858,9405.576,9715.923,10042.805,10387.193,10750.122,11134.632,11542.115,11974.067,12432.099,12917.946,13422.391,13946.133,14489.893,15054.419,15640.488,16229.352,16819.614,17409.814,17998.44,18583.929,19161.034,19727.779,20282.169,20822.202,21345.881,21862.195,22369.966,22868.011,23355.145,23830.189,24309.986,24794.436,25283.431,25776.863,26274.614,26787.232,27315.208,27859.054,28419.3,28996.496,29590.808,30202.805,30833.077,31482.237,32150.919,32830.397,33520.754,34222.076,34934.442,35657.935,36389.992,37130.528,37879.451,38636.661,39402.054,40180.086,40970.911,41774.678,42591.54,43421.649,44270.282,45137.891,46024.941,46931.909,47859.283,48813.31,49794.848,50804.787,51844.05,52913.593,54011.444,55138.447,56295.472,57483.419,58703.217,59949.134,61221.734,62521.594,63849.303,65205.462,66590.426,68004.807,69449.229,70924.33
"LKA","LK","Sri Lanka",26.5651612903226,928.136,984.403,1043.829,1106.576,1172.811,1242.711,1316.903,1395.659,1479.268,1568.035,1662.29,1763.141,1871.098,1986.713,2110.585,2243.362,2383.195,2530.367,2685.165,2847.88,3018.81,3195.32,3377.198,3564.193,3756.018,3952.345,4153.369,4358.77,4568.191,4781.243,4997.498,5218.607,5444.354,5674.498,5908.775,6146.899,6389.849,6637.443,6889.48,7145.741,7405.989,7671.834,7943.202,8220.007,8502.15,8789.523,9081.37,9377.496,9677.688,9981.722,10289.359,10598.307,10908.117,11218.322,11528.441,11837.98,12147.874,12457.718,12767.093,13075.572,13382.717,13693.624,14008.221,14326.432,14648.175,14973.365,15303.617,15638.95,15979.379,16324.917,16675.576,17033.934,17400.164,17774.441,18156.947,18547.866,18946.237,19352.179,19765.813,20187.26,20616.643,21051.984,21493.275,21940.507,22393.667,22852.737,23321.218,23799.303,24287.188,24785.076
"LSO","LS","Lesotho",11.6751612903226,587.042,610.308,634.008,658.124,682.631,707.506,735.914,768.194,804.741,846.015,892.546,944.774,1003.38,1069.15,1142.989,1225.948,1316.847,1416.548,1526.016,1646.333,1778.715,1921.35,2075,2240.481,2418.667,2610.491,2815.446,3034.246,3267.628,3516.353,3781.205,4061.747,4358.531,4672.093,5002.951,5351.607,5718.256,6103.289,6507.059,6929.874,7372,7834.092,8316.39,8819.083,9342.301,9886.117,10451.405,11038.251,11646.679,12276.648,12928.047,13601.495,14296.858,15013.931,15752.436,16512.019,17293.136,18095.4,18918.342,19761.419,20624.005,21509.889,22418.854,23350.626,24304.873,25281.199,26279.048,27297.887,28337.118,29396.076,30474.03,31574.264,32696.35,33839.807,35004.1,36188.638,37396.977,38628.833,39883.884,41161.764,42462.064,43784.333,45128.074,46492.747,47877.766,49282.499,50728.448,52216.82,53748.862,55325.853
"LTU","LT","Lithuania",6.925,6255.761,6512.91,6774.807,7041.179,7311.729,7586.138,7863.139,8142.264,8423.026,8704.911,8987.385,9277.157,9574.341,9879.054,10191.41,10511.522,10840.512,11178.584,11525.947,11882.814,12249.398,12618.522,12989.734,13362.565,13736.53,14111.125,14483.884,14854.121,15221.137,15584.222,15942.659,16293.589,16636.145,16969.467,17292.701,17605.008,17914.715,18221.487,18524.984,18824.866,19120.793,19425.54,19739.379,20062.592,20395.47,20738.318,21095.556,21467.724,21855.388,22259.145,22679.62,23110.76,23552.868,24006.261,24471.262,24948.207,25425.217,25901.94,26378.018,26853.086,27326.774,27801.112,28275.844,28750.709,29225.44,29699.769,30181.737,30671.466,31169.08,31674.705,32188.468,32715.329,33255.656,33809.828,34378.239,34961.294,35562.698,36183.053,36822.987,37483.149,38164.218,38860.563,39572.566,40300.622,41045.135,41806.523,42582.034,43371.93,44176.48,44995.953
"LUX","LU","Luxembourg",9.18903225806452,59060.335,59363.196,59777.314,60304.789,60948.362,61711.435,62444.691,63146.819,63816.554,64452.677,65054.021,65637.295,66201.907,66747.278,67272.846,67778.065,68292.094,68815.075,69347.153,69888.477,70439.198,70997.5,71563.492,72137.288,72719.003,73308.754,73899.769,74492.002,75085.405,75679.931,76275.532,76873.533,77473.915,78076.662,78681.756,79289.179,79915.088,80559.843,81223.817,81907.397,82610.981,83335.48,84081.332,84848.995,85638.939,86451.652,87293.691,88165.755,89068.573,90002.902,90969.533,91960.919,92977.639,94020.29,95089.489,96185.871,97310.284,98463.411,99645.956,100858.648,102102.235,103373.612,104673.431,106002.365,107361.104,108750.356,110168.461,111616.075,113093.871,114602.544,116142.802,117720.021,119335.14,120989.125,122682.973,124417.71,126189.169,127998.217,129845.743,131732.662,133659.911,135624.711,137627.888,139670.286,141752.77,143876.227,146031.492,148219.044,150439.365,152692.947
"LVA","LV","Latvia",6.30096774193548,5305.603,5549.055,5795.888,6045.564,6297.507,6551.107,6816.912,7095.574,7387.783,7694.273,8015.817,8355.126,8713.31,9091.555,9491.129,9913.389,10346.505,10790.267,11244.429,11708.712,12182.798,12658.682,13135.079,13610.648,14083.999,14553.7,15023.726,15493.098,15960.803,16425.805,16887.042,17345.424,17800.013,18249.854,18693.983,19131.422,19568.078,20003.428,20436.943,20868.08,21296.293,21736.104,22187.868,22651.949,23128.727,23618.594,24119.402,24631.409,25154.876,25690.071,26237.269,26786.573,27337.626,27890.065,28443.515,28997.595,29553.015,30109.439,30666.524,31223.919,31781.266,32349.006,32927.342,33516.478,34116.624,34727.994,35347.888,35976.374,36613.516,37259.378,37914.025,38583.89,39269.372,39970.88,40688.837,41423.677,42174.771,42942.521,43727.338,44529.647,45349.883,46181.419,47024.322,47878.66,48744.498,49621.899,50515.093,51424.365,52350.003,53292.303
"MAR","MA","Morocco",17.0254838709677,1641.653,1706.397,1778.929,1860.002,1950.476,2051.335,2162.099,2283.786,2417.543,2564.66,2726.593,2901.487,3090.514,3294.957,3516.233,3755.9,4011.053,4282.634,4571.634,4879.104,5206.15,5547.289,5902.437,6271.446,6654.092,7050.077,7458.375,7878.416,8309.538,8750.991,9201.929,9663.02,10133.473,10612.422,11098.916,11591.93,12095.02,12607.607,13129.058,13658.684,14195.743,14743.614,15301.925,15870.269,16448.201,17035.237,17633.753,18243.493,18864.173,19495.481,20137.078,20787.948,21447.633,22115.641,22791.451,23474.511,24164.708,24861.473,25564.208,26272.285,26985.052,27707.874,28440.526,29182.766,29934.339,30694.971,31467.011,32250.351,33044.87,33850.438,34666.911,35497.322,36341.732,37200.197,38072.764,38959.479,39862.638,40782.428,41719.037,42672.651,43643.454,44633.2,45642.178,46670.679,47718.996,48787.424,49879.775,50996.583,52138.396,53305.775
"MDA","MD","Moldova\",9.49466666666667,1039.653,1100.137,1165.492,1236.161,1312.632,1395.446,1487.37,1589.489,1703.046,1829.456,1970.342,2123.233,2289.232,2469.55,2665.519,2878.6,3105.946,3348.26,3606.257,3880.664,4172.218,4474.704,4787.351,5109.253,5439.362,5776.493,6120.98,6471.664,6827.269,7186.41,7547.599,7912.239,8279.082,8646.806,9014.018,9379.266,9746.558,10114.978,10483.568,10851.331,11217.238,11590.458,11970.903,12358.473,12753.055,13154.521,13566.731,13989.904,14424.263,14870.03,15327.433,15790.444,16258.725,16731.919,17209.649,17691.519,18174.037,18656.522,19138.27,19618.565,20096.669,20582.848,21077.124,21579.518,22090.047,22608.721,23135.866,23671.507,24215.668,24768.366,25329.618,25905.056,26495.069,27100.058,27720.432,28356.616,29008.478,29676.427,30360.885,31062.282,31781.063,32512.79,33257.593,34015.6,34786.938,35571.731,36374.229,37194.832,38033.947,38891.993
"MDG","MG","Madagascar",20.73,302.631,303.821,306.869,311.821,318.755,327.789,339.058,352.763,369.152,388.533,411.278,437.172,466.631,500.138,538.262,581.673,629.697,682.89,741.883,807.389,880.224,959.166,1044.683,1137.275,1237.476,1345.854,1462.411,1587.634,1722.031,1866.123,2020.452,2185.232,2360.95,2548.098,2747.166,2958.643,3182.482,3419.042,3668.659,3931.644,4208.274,4498.864,4803.635,5122.769,5456.405,5804.632,6167.863,6546.15,6939.496,7347.843,7771.079,8210.238,8665.282,9136.119,9622.599,10124.514,10642.484,11176.311,11725.739,12290.45,12870.068,13467.471,14082.611,14715.399,15365.702,16033.342,16719.184,17423.095,18144.899,18884.376,19641.262,20416.895,21211.113,22023.71,22854.445,23703.03,24571.414,25459.475,26367.054,27293.961,28239.97,29205.72,30191.005,31195.58,32219.17,33261.46,34337.468,35448.285,36595.037,37778.886
"MEX","MX","Mexico",18.8412903225806,7121.667,7289.596,7462.068,7639.218,7821.184,8008.11,8210.363,8428.857,8664.595,8918.676,9192.301,9488.477,9808.808,10155.059,10529.171,10933.281,11359.547,11809.34,12284.123,12785.462,13315.036,13859.089,14417.61,14990.566,15577.896,16179.514,16795.921,17427.045,18072.787,18733.022,19407.598,20098.702,20806.378,21530.648,22271.517,23028.972,23802.699,24592.615,25398.614,26220.564,27058.311,27911.405,28779.617,29662.691,30560.344,31472.264,32400.004,33343.362,34302.117,35276.023,36264.81,37265.864,38278.675,39302.706,40337.389,41382.128,42440.269,43511.461,44595.332,45691.485,46799.503,47924.938,49067.756,50227.914,51405.357,52600.017,53816.971,55056.484,56318.819,57604.239,58913.008,60246.327,61604.52,62987.911,64396.825,65831.586,67294.101,68784.8,70304.118,71852.496,73430.377,75040.264,76682.746,78358.417,80067.884,81811.763,83593.623,85414.292,87274.616,89175.457
"MKD","MK","Macedonia",9.959,2761.641,2841.518,2931.504,3032.383,3145.054,3270.541,3405.262,3549.931,3705.332,3872.324,4051.845,4240.929,4440.134,4650.054,4871.322,5104.61,5346.63,5597.569,5857.609,6126.93,6405.706,6688.351,6974.265,7262.804,7553.287,7844.995,8137.566,8430.258,8722.299,9012.891,9301.214,9589.105,9875.953,10161.131,10443.997,10723.896,11005.248,11287.775,11571.188,11855.192,12139.479,12426.918,12717.409,13010.851,13307.134,13606.145,13908.474,14214.043,14522.772,14834.576,15149.366,15464.866,15780.844,16097.061,16413.272,16729.227,17044.841,17359.864,17674.042,17987.12,18298.837,18612.443,18927.849,19244.966,19563.701,19883.959,20208.187,20536.408,20868.646,21204.924,21545.263,21893.477,22249.772,22614.356,22987.448,23369.27,23761.359,24164.019,24577.562,25002.312,25438.602,25883.218,26336.33,26798.111,27268.739,27748.396,28236.491,28733.17,29238.587,29752.894
"MLI","ML","Mali",28.3970967741935,375.497,376.854,381.534,389.631,401.33,416.914,435.042,455.982,480.052,507.625,539.143,574.365,613.747,657.816,707.18,762.538,823.308,890.084,963.536,1044.411,1133.552,1229.768,1333.572,1445.512,1566.169,1696.161,1835.325,1984.155,2143.161,2312.865,2493.8,2686.197,2890.536,3107.297,3336.958,3579.988,3836.552,4107.036,4391.81,4691.217,5005.576,5335.123,5680.102,6040.721,6417.142,6809.486,7217.701,7641.785,8081.676,8537.257,9008.343,9495.027,9997.048,10514.076,11045.709,11591.478,12152.76,12729.214,13320.436,13925.956,14545.243,15181.103,15833.314,16501.606,17185.664,17885.12,18601.491,19334.538,20083.984,20849.505,21630.736,22428.91,23243.752,24074.949,24922.146,25784.951,26664.991,27562.002,28475.682,29405.698,30351.679,31314.07,32292.51,33286.602,34295.919,35319.995,36374.65,37460.797,38579.376,39731.356
"MNG","MN","Mongolia",-0.733448275862069,860.527,949.413,1044.434,1145.615,1252.922,1366.261,1488.43,1619.971,1761.45,1913.449,2076.57,2251.949,2440.351,2642.578,2859.465,3091.883,3335.684,3590.61,3856.301,4132.289,4417.995,4709.406,5005.063,5303.365,5602.58,5900.862,6200.602,6500.413,6798.834,7094.339,7385.349,7675.947,7965.146,8251.924,8535.229,8813.989,9092.74,9370.906,9647.891,9923.087,10195.873,10472.201,10751.956,11035.012,11321.238,11610.496,11903.498,12200.157,12500.378,12804.063,13111.104,13419.189,13728.045,14037.393,14346.945,14656.409,14962.669,15265.244,15563.649,15857.397,16146.002,16435.435,16725.554,17016.21,17307.256,17598.537,17892.397,18188.803,18487.717,18789.104,19092.924,19401.771,19715.73,20034.889,20359.334,20689.155,21024.03,21364.03,21709.23,22059.704,22415.527,22774.131,23135.465,23499.478,23866.117,24235.326,24610.247,24990.967,25377.577,25770.168
"MOZ","MZ","Mozambique",24.3223333333333,230.839,243.399,256.886,271.377,286.957,303.718,322.155,342.45,364.809,389.465,416.681,446.866,480.383,517.644,559.122,605.355,656.06,711.714,772.85,840.065,914.024,993.988,1080.397,1173.72,1274.453,1383.126,1499.981,1625.532,1760.318,1904.9,2059.864,2225.341,2401.85,2589.92,2790.085,3002.884,3228.359,3466.941,3719.05,3985.089,4265.44,4560.421,4870.356,5195.54,5536.232,5892.655,6264.929,6653.179,7057.48,7477.851,7914.259,8367.334,8837.043,9323.292,9825.93,10344.739,10880.948,11434.44,12005.041,12592.52,13196.583,13819.62,14461.597,15122.434,15802.006,16500.139,17217.664,17954.442,18710.288,19484.969,20278.202,21090.993,21923.117,22774.304,23644.237,24532.551,25440.991,26369.333,27317.31,28284.616,29270.901,30277,31302.603,32347.359,33410.875,34492.72,35609.594,36762.633,37953.007,39181.925
"MRT","MR","Mauritania",28.6041935483871,681.285,704.592,729.584,756.381,785.116,815.932,849.114,884.85,923.345,964.823,1009.533,1058.144,1111.013,1168.537,1231.157,1299.363,1372.26,1450.21,1533.605,1622.873,1718.477,1819.015,1924.696,2035.735,2152.354,2274.78,2403.333,2538.265,2679.84,2828.324,2983.995,3146.707,3316.679,3494.135,3679.296,3872.385,4072.944,4281.088,4496.923,4720.546,4952.042,5191.285,5438.307,5693.124,5955.736,6226.127,6503.949,6789.108,7081.488,7380.95,7687.333,8000.53,8320.344,8646.551,8978.907,9317.143,9662.026,10013.356,10370.913,10734.455,11103.721,11480.492,11864.675,12256.162,12654.831,13060.544,13473.937,13894.916,14323.38,14759.212,15202.283,15653.457,16112.667,16579.837,17054.883,17537.707,18028.447,18527.005,19033.274,19547.135,20068.457,20596.739,21131.801,21673.451,22221.486,22775.69,23343.716,23925.908,24522.62,25134.214
"MUS","MU","Mauritius",24.1777419354839,3747.301,3880.136,4023.918,4179.499,4347.816,4529.902,4723.193,4928.463,5146.547,5378.348,5624.838,5884.334,6157.591,6445.409,6748.639,7068.188,7399.261,7742.069,8096.811,8463.677,8842.85,9229.972,9624.609,10026.282,10434.473,10848.617,11269.304,11696.028,12128.243,12565.369,13006.79,13455.369,13910.779,14372.673,14840.675,15314.39,15792.505,16274.492,16759.798,17247.843,17738.027,18232.456,18730.713,19232.359,19736.939,20243.981,20756.64,21274.684,21797.871,22325.946,22858.643,23395.73,23936.92,24481.916,25030.409,25582.079,26140.791,26706.478,27279.065,27858.472,28444.615,29038.823,29641.088,30251.398,30869.736,31496.083,32131.8,32776.943,33431.564,34095.715,34769.446,35454.822,36152.005,36861.163,37582.462,38316.072,39067.833,39838.251,40627.845,41437.152,42266.724,43110.621,43969.04,44842.177,45730.231,46633.403,47554.413,48493.613,49451.362,50428.026
"MWI","MW","Malawi",22.3767741935484,211.279,216.484,222.668,229.904,238.277,247.892,258.952,271.61,286.045,302.468,321.124,342.114,365.737,392.337,422.318,456.146,493.441,534.603,580.087,630.404,686.132,746.469,811.767,882.402,958.776,1041.317,1130.073,1225.426,1327.776,1437.538,1555.143,1680.864,1815.121,1958.345,2110.974,2273.456,2445.907,2628.709,2822.24,3026.869,3242.957,3470.866,3710.931,3963.475,4228.798,4507.18,4798.831,5103.969,5422.783,5755.428,6102.019,6463.125,6838.865,7229.323,7634.541,8054.517,8489.526,8939.521,9404.412,9884.056,10378.259,10888.392,11414.388,11956.138,12513.485,13086.228,13675.108,14279.958,14900.565,15536.67,16187.967,16855.462,17538.917,18238.053,18952.547,19682.031,20427.665,21189.167,21966.217,22758.45,23565.465,24387.758,25224.941,26076.586,26942.224,27821.349,28729.159,29666.592,30634.613,31634.22
"MYS","MY","Malaysia",26.08,4122.765,4257.398,4398.454,4546.277,4701.233,4863.707,5036.68,5220.861,5417.02,5625.987,5848.663,6084.212,6333.47,6597.335,6876.772,7172.817,7480.359,7799.785,8131.494,8475.895,8833.409,9198.052,9569.469,9947.272,10331.038,10720.311,11114.54,11513.196,11915.72,12321.522,12729.981,13142.89,13559.809,13980.272,14403.79,14829.854,15262.767,15702.396,16148.595,16601.208,17060.065,17526.01,17998.932,18478.711,18965.219,19458.315,19956.642,20459.948,20967.969,21480.426,21997.03,22517.788,23042.408,23570.586,24102.008,24636.35,25176.723,25723.008,26275.075,26832.79,27396.01,27966.778,28545.076,29130.878,29724.157,30324.882,30933.866,31551.121,32176.653,32810.469,33452.57,34105.966,34770.827,35447.328,36135.645,36835.954,37549.466,38276.424,39017.072,39771.663,40540.449,41321.258,42114.213,42919.437,43737.052,44567.181,45413.066,46275.006,47153.306,48048.275
"NAM",NA,"Namibia",21.5093333333333,3219.308,3299.366,3386.654,3481.629,3584.797,3696.714,3820.244,3956.29,4105.87,4270.121,4450.32,4644.675,4854.354,5080.644,5324.962,5588.867,5865.561,6155.648,6459.762,6778.564,7112.747,7457.716,7813.449,8179.899,8556.993,8944.624,9342.696,9751.047,10169.483,10597.781,11035.682,11482.627,11938.257,12402.178,12873.957,13353.126,13840.595,14335.977,14838.855,15348.777,15865.264,16389.103,16919.88,17457.154,18000.456,18549.29,19105.064,19667.402,20235.908,20810.163,21389.726,21975.12,22565.943,23161.774,23762.173,24366.683,24978.335,25596.899,26222.129,26853.767,27491.544,28140.015,28799.223,29469.208,30150.006,30841.647,31543.171,32254.533,32975.679,33706.552,34447.085,35198.514,35960.843,36734.073,37518.199,38313.21,39120.852,39941.216,40774.39,41620.459,42479.505,43349.485,44230.347,45122.031,46024.471,46937.597,47868.839,48818.556,49787.117,50774.893
